################################################################################
#
# This file has been generated by SpyGlass:
#     Report Created by: s267517
#     Report Created on: Fri Jan 14 13:21:40 2022
#     Working Directory: /home/s267517/assignment/riscv/gate/scan/syn/run/_snpDft_s267517.18817.1
#     Report Location  : ./sg_config/riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800/sg_dft_testpoint_analysis/spyglass_reports/dft/dft_data/dft_data_02.csv
#     SpyGlass Version : SpyGlass_vR-2020.12
#     Policy Name      : dft(SpyGlass_vR-2020.12)
#     Comment          : Flip-flop DFT Information
#
################################################################################
#CrossProbeTag:DFT_DATA_CSV_TAG
##Sheet_Prop: hidecols:1
##Sheet_Prop: cross-probe-data-col:1

TagId, Flip-flop Name, Bit Count, Scannability, Atspeed Participation, Shift-CP-Root, Capture-CP-Root, Atspeed-CP-Root, D-Cnt in capture, RST-Cnt in capture, PRE-Cnt in capture, Observability, Used, Shift-Sim, Capture-Sim, Atspeed-Sim
922, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_30__8_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
923, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_30__7_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
924, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_30__6_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
925, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_30__5_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
926, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_30__4_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
927, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_30__3_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
928, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_30__2_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
929, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_30__1_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
930, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_30__0_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
931, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__31_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
932, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__30_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
933, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__29_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
934, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__28_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
935, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__27_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
936, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__26_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
937, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__25_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
938, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__23_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
939, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__22_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
940, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__20_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
941, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__19_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
942, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__18_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
943, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__17_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
944, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__16_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
945, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__15_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
946, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__14_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
947, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__13_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
948, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__12_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
949, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__11_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
950, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__10_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
951, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__9_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
952, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__8_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
953, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__7_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
954, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__6_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
955, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__5_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
956, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__4_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
957, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__3_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
958, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__2_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
959, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__1_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
960, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_31__0_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
961, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_1__28_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
962, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_1__25_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
963, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_1__24_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
964, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_1__22_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
965, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_1__21_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
966, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_1__19_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
967, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_1__17_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
968, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_1__15_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
969, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_1__0_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
970, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_2__28_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
971, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_2__25_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
972, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_2__24_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
973, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_2__22_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
974, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_2__21_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->01_cnt(yy-) D->01_cnt(yy-) SE->1_cnt(ny-), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1, Q->X SI->X D->X SE->1
