################################################################################
#
# This file has been generated by SpyGlass:
#     Report Created by: s267517
#     Report Created on: Thu Jan 13 16:19:42 2022
#     Working Directory: /home/s267517/assignment/riscv/gate/scan/syn/run/_snpDft_s267517.14525.0
#     Report Location  : ./sg_config/riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800/sg_dft_testpoint_analysis/spyglass_reports/dft/dft_data/dft_data_02.csv
#     SpyGlass Version : SpyGlass_vR-2020.12
#     Policy Name      : dft(SpyGlass_vR-2020.12)
#     Comment          : Flip-flop DFT Information
#
################################################################################
#CrossProbeTag:DFT_DATA_CSV_TAG
##Sheet_Prop: hidecols:1
##Sheet_Prop: cross-probe-data-col:1

TagId, Flip-flop Name, Bit Count, Scannability, Atspeed Participation, Shift-CP-Root, Capture-CP-Root, Atspeed-CP-Root, D-Cnt in capture, RST-Cnt in capture, PRE-Cnt in capture, Observability, Used, Shift-Sim, Capture-Sim, Atspeed-Sim
690, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_18__16_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
691, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_18__14_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
692, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_18__13_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
693, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_18__12_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
694, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_18__11_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
695, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_18__9_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
696, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_18__8_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
697, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_18__6_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
698, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_18__4_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
699, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_18__3_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
700, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_18__2_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
701, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_18__1_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
702, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_18__0_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
703, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__29_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
704, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__28_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
705, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__27_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
706, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__26_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
707, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__25_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
708, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__24_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
709, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__16_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
710, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__14_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
711, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__13_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
712, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__12_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
713, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__11_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
714, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__9_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
715, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__8_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
716, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__7_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
717, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__6_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
718, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__5_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
719, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__4_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
720, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__3_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
721, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__2_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
722, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__1_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
723, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_19__0_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
724, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_20__29_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
725, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_20__28_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
726, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_20__27_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
727, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_20__26_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
728, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_20__25_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
729, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_20__24_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
730, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_20__16_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
731, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_20__14_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
732, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_20__13_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
733, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_20__12_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
734, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_20__11_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
735, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_20__9_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
736, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_20__8_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
737, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_20__6_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
738, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_20__5_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
739, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_20__4_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
740, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_20__3_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
741, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_20__2_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
742, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_20__1_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
743, riscv_core_0_128_1_16_1_1_0_0_0_0_0_0_0_0_0_3_6_15_5_1a110800.id_stage_i.registers_i.riscv_register_file_i.mem_reg_20__0_._5_one, 1, Scannable    - Inferred, Un-Atspeedable - Clock, clk_i  (rising-edge), clk_i  (rising-edge), No clock, SI->tied(0) D->01_cnt(yy-) SE->tied(0), RN->01_cnt(yy-), pin absent, observable, used, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0, Q->X SI->0 D->X SE->0
